,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,CHATHAM_STREET,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE
00:00:09,4,10,10,14,27,20,18,3,25,26,31,12,25,27,4,14,12,21,28,12,4,4,6,28,20,1,0,24,27,8,3,15,1,11,12,13,19,32,9,0,21,4,0,8,34,36,0,14,2,7,0,7,38,18,2,4,22,12,4,13,1,34,19,1,0,26,1,14,37,31,30,2,17,1,13,23,10,4,6,15,29,9,12,18,19,11,26,18,38,2,18,12,21,32,15,9,18,8,7,0,1
00:02:08,4,10,10,14,27,20,18,3,25,26,31,12,25,27,4,14,12,21,28,12,4,4,6,28,20,1,0,24,27,8,3,15,1,11,12,13,19,32,9,0,21,4,0,8,34,36,0,14,2,7,0,7,38,18,2,4,22,12,4,13,1,34,19,1,0,26,1,14,37,31,30,2,17,1,13,23,10,4,6,15,29,9,12,18,19,11,26,18,38,2,18,12,21,32,15,9,18,8,7,0,1
00:04:09,4,10,10,14,27,20,18,3,25,25,31,12,25,27,4,14,12,20,28,11,4,4,6,28,20,1,0,23,27,8,3,15,1,11,12,12,19,32,9,0,21,4,0,7,34,36,0,14,2,7,0,6,38,18,2,4,22,12,4,13,1,34,19,1,0,26,1,14,37,31,30,2,16,1,13,23,10,5,6,14,30,9,12,18,19,11,26,18,38,2,18,12,21,32,15,9,18,8,7,0,1
00:06:09,4,10,10,14,27,20,18,3,25,25,31,12,25,27,4,14,12,20,28,11,4,4,6,28,20,1,0,22,27,8,3,15,1,11,12,12,19,32,9,0,21,5,0,7,34,35,0,14,2,8,0,6,38,18,2,4,22,12,4,13,1,34,19,1,0,26,1,14,37,31,30,2,16,1,13,23,10,5,6,14,30,9,12,18,19,11,26,18,38,2,18,12,21,32,15,9,18,8,7,0,1
00:08:09,4,10,10,14,27,20,18,3,25,25,31,12,25,27,4,14,12,20,28,11,4,4,6,28,20,1,0,22,27,8,3,15,1,11,12,12,19,32,9,0,21,5,0,7,34,35,0,14,2,8,0,6,38,18,2,4,22,12,4,13,1,34,19,1,0,26,1,14,37,31,30,2,16,1,13,23,10,5,6,14,30,9,12,18,19,11,26,18,38,2,18,12,21,32,15,9,18,8,7,0,1
00:10:08,4,10,10,14,27,20,18,3,25,25,31,12,25,27,4,14,13,20,28,11,4,4,6,28,20,1,0,22,27,8,3,15,1,11,12,12,19,32,9,0,21,6,0,6,35,33,0,14,2,8,0,6,38,18,2,4,22,12,4,13,1,33,19,1,0,26,1,15,37,31,29,2,16,1,13,23,10,5,6,14,30,9,12,18,19,11,26,18,38,2,18,12,21,32,15,9,18,8,7,0,1
00:12:09,4,10,10,14,27,20,18,3,25,25,31,12,25,27,4,14,12,20,28,11,3,4,6,28,20,1,0,21,27,8,3,15,1,11,12,12,19,31,9,0,21,6,0,6,35,33,0,14,2,8,0,6,38,18,2,4,22,12,4,13,1,33,19,1,0,26,1,15,37,31,28,3,16,1,13,24,10,5,6,14,30,9,12,17,19,11,26,18,38,2,17,13,21,32,15,9,19,8,7,0,1
00:14:09,4,10,10,14,27,20,18,3,25,25,31,12,25,27,4,14,12,20,28,11,3,4,6,28,20,1,0,21,27,8,3,15,1,11,12,12,19,31,9,0,21,6,0,6,35,33,0,14,2,8,0,6,38,18,2,4,22,12,4,13,1,33,19,1,0,26,1,15,37,31,28,3,16,1,13,24,10,5,6,14,30,9,12,17,19,11,26,18,38,2,17,13,21,32,15,9,19,8,7,0,1
00:16:09,4,10,10,14,27,20,18,3,25,25,31,12,25,27,4,14,12,20,28,10,3,4,6,28,20,0,0,21,29,8,3,15,1,11,12,12,19,30,9,3,21,7,0,6,35,33,0,14,2,8,0,6,38,18,2,4,22,12,4,13,1,33,19,1,0,26,1,15,37,31,28,3,16,1,13,24,9,5,6,14,30,9,12,18,19,11,26,18,38,2,17,13,21,32,15,10,20,8,7,0,1
00:18:09,4,10,10,14,27,20,18,3,25,25,31,12,25,27,4,14,12,20,28,10,3,4,6,28,20,0,0,21,29,8,3,15,1,11,12,12,19,30,9,3,21,7,0,6,35,33,0,14,2,8,0,6,38,18,2,4,22,12,4,13,1,33,19,1,0,26,1,15,37,31,28,3,16,1,13,24,9,5,6,14,30,9,12,18,19,11,26,18,38,2,17,13,21,32,15,10,20,8,7,0,1
