,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,CHATHAM_STREET,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE
00:00:09,3,1,0,30,39,35,30,11,18,29,38,4,25,22,27,1,29,14,0,0,25,8,0,30,30,1,2,0,39,0,2,30,0,8,1,20,14,18,0,0,2,1,7,1,12,36,15,10,0,1,0,0,40,30,4,0,0,1,1,1,0,33,0,2,1,28,3,12,13,15,39,1,15,1,28,31,10,0,18,19,30,17,25,19,27,38,28,32,40,8,0,22,24,40,21,6,3,4,8,0,0
00:02:09,3,1,0,30,39,35,30,11,18,29,38,4,25,22,27,1,29,14,0,0,25,8,0,30,30,0,2,0,39,0,2,30,0,8,1,20,15,18,0,0,2,1,7,0,12,36,15,10,0,1,0,0,40,30,4,0,0,2,1,0,0,33,0,2,1,28,3,12,13,15,39,1,15,0,28,31,12,0,19,19,30,17,25,19,27,38,29,32,40,8,0,21,25,40,21,6,3,4,8,0,0
00:04:08,3,1,0,30,39,35,30,11,18,29,38,4,25,22,27,1,29,14,0,0,25,8,0,30,30,0,2,0,39,0,2,30,0,8,1,20,15,18,0,0,2,1,7,0,12,36,15,10,0,1,0,0,40,30,4,0,0,2,1,0,0,33,0,2,1,28,3,12,13,15,39,1,15,0,28,31,12,0,19,19,30,17,25,19,27,38,29,32,40,8,0,21,25,40,21,6,3,4,8,0,0
00:06:09,3,1,0,30,39,35,30,11,19,29,38,4,25,22,27,1,29,14,0,0,25,8,0,30,30,0,2,0,39,0,2,30,0,8,1,20,15,18,0,0,2,1,7,0,13,36,13,10,0,1,0,0,40,30,4,0,0,2,1,1,0,33,0,2,1,28,2,12,13,15,39,1,15,0,28,31,12,0,19,19,30,17,25,19,27,38,29,32,40,8,0,21,25,40,21,6,4,4,9,0,0
00:08:09,3,1,0,30,39,35,30,11,19,29,38,3,25,22,27,1,29,14,0,0,25,8,0,30,30,0,2,0,39,0,2,30,0,7,1,20,15,18,0,0,2,1,7,0,13,36,13,10,0,1,0,0,40,30,4,0,0,2,1,1,0,34,0,2,1,28,2,13,13,15,39,3,15,0,28,31,12,1,19,19,30,18,25,20,27,38,29,32,40,8,0,21,25,40,22,6,3,4,9,0,0
00:10:09,3,1,0,30,39,35,30,11,19,29,38,3,25,22,27,1,29,14,0,0,25,8,0,30,30,0,2,0,39,0,2,30,0,7,1,20,15,18,0,0,2,1,7,0,13,36,13,10,0,1,0,0,40,30,4,0,0,2,1,1,0,34,0,2,1,28,2,13,13,15,39,3,15,0,28,31,12,1,19,19,30,18,25,20,27,38,29,32,40,8,0,21,25,40,22,6,3,4,9,0,0
00:12:08,3,1,0,30,40,35,30,13,19,29,38,3,25,22,27,1,29,14,0,0,25,8,0,30,30,0,2,0,39,0,2,30,0,7,1,20,15,18,0,0,2,1,7,0,13,36,13,10,0,1,0,0,40,30,4,0,0,2,1,1,0,34,0,2,1,28,2,13,13,15,39,3,15,0,28,31,12,1,20,19,30,18,25,20,27,38,29,32,40,8,0,19,25,40,22,5,3,5,9,0,0
00:14:08,3,1,0,30,40,35,30,13,20,29,38,3,25,22,27,1,29,14,0,0,25,8,0,30,30,0,2,0,39,0,2,30,0,7,1,19,15,16,0,0,2,1,7,0,13,36,13,9,0,1,0,0,40,30,4,0,0,2,1,2,0,34,0,2,0,28,2,13,13,15,40,3,15,0,28,31,12,0,20,19,30,18,25,20,27,38,29,32,40,8,0,19,25,40,22,5,3,5,9,0,0
00:16:09,3,1,0,30,40,35,30,13,20,29,38,3,25,22,27,1,29,14,0,0,25,8,0,30,30,0,2,0,39,0,2,30,0,7,1,19,15,16,0,0,2,1,7,0,13,36,13,9,0,1,0,0,40,30,4,0,0,2,1,2,0,34,0,2,0,28,2,13,13,15,40,3,15,0,28,31,12,0,20,19,30,18,25,20,27,38,29,32,40,8,0,19,25,40,22,5,3,5,9,0,0
00:18:09,3,1,0,30,40,35,30,13,20,29,38,2,25,22,27,1,29,14,0,0,25,8,0,30,30,0,1,0,39,0,2,30,0,7,1,19,15,16,0,0,2,1,6,0,14,36,12,9,0,1,0,0,40,30,4,0,0,2,3,2,0,34,0,2,0,28,2,13,13,15,40,3,15,0,28,31,12,0,20,19,30,18,25,20,27,38,29,33,40,8,0,19,25,40,22,5,3,5,9,0,0
