,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,CHATHAM_STREET,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE
00:00:09,15,0,6,18,21,15,21,19,3,5,14,28,23,4,0,18,27,7,29,18,12,39,18,8,5,0,16,26,8,15,4,4,11,14,0,3,18,33,2,26,0,4,22,21,1,17,29,11,22,11,13,18,40,27,40,37,38,4,0,19,5,19,19,1,13,19,15,4,7,15,13,3,16,27,13,18,12,0,5,14,9,2,12,2,15,23,21,8,40,6,25,7,16,20,3,13,20,7,1,3,20
00:02:08,15,0,6,18,21,15,21,19,3,5,14,28,23,4,0,18,27,7,29,18,12,39,18,8,5,0,16,26,8,15,4,4,11,14,0,3,18,33,2,26,0,4,22,21,1,17,29,11,22,11,13,18,40,27,40,37,38,4,0,19,5,19,19,1,13,19,15,4,7,15,13,3,16,27,13,18,12,0,5,14,9,2,12,2,15,23,21,8,40,6,25,7,16,20,3,13,20,7,1,3,20
00:04:09,15,0,6,18,21,15,21,19,3,5,14,28,23,4,0,18,27,8,29,18,12,38,18,8,5,0,14,26,8,15,4,4,11,14,0,3,18,32,2,25,0,3,22,21,0,17,29,11,22,11,13,18,40,27,40,37,38,4,0,19,5,20,19,1,13,19,15,4,7,15,13,3,16,27,13,19,12,0,5,14,9,2,12,2,15,23,21,8,40,6,25,7,16,20,3,13,20,7,1,0,20
00:06:09,15,0,6,18,21,15,21,19,3,5,14,29,23,4,0,18,28,9,29,18,12,38,18,8,5,0,14,26,8,15,4,4,11,14,0,4,18,32,2,25,0,3,22,21,0,17,25,10,22,11,13,18,40,27,40,37,38,4,0,19,5,20,19,1,13,19,15,5,7,15,13,3,17,27,13,19,13,0,5,15,10,2,12,2,15,23,21,8,40,6,26,7,16,20,3,13,20,7,1,0,20
00:08:09,15,0,6,18,21,15,21,19,3,5,14,29,23,4,0,18,28,9,29,18,12,38,18,8,5,0,14,26,8,15,4,4,11,14,0,4,18,32,2,25,0,3,22,21,0,17,25,10,22,11,13,18,40,27,40,37,38,4,0,19,5,20,19,1,13,19,15,5,7,15,13,3,17,27,13,19,13,0,5,15,10,2,12,2,15,23,21,8,40,6,26,7,16,20,3,13,20,7,1,0,20
00:10:09,15,0,6,18,20,15,21,18,3,5,14,29,23,4,0,18,28,9,29,18,12,36,18,9,6,0,14,26,10,14,4,4,11,14,0,5,18,31,2,25,0,3,22,19,0,16,25,10,22,11,13,18,40,27,39,37,38,3,0,19,6,20,19,1,13,19,15,5,9,15,13,3,17,27,13,19,13,0,5,16,10,2,12,2,15,23,21,7,40,5,26,7,16,20,3,13,20,7,0,0,20
00:12:09,15,0,6,18,20,16,21,18,3,5,14,29,23,4,0,18,28,9,29,18,12,36,18,9,6,0,14,26,10,14,4,4,11,13,0,5,17,31,2,24,0,3,22,19,0,16,25,10,22,11,13,18,40,26,39,37,38,3,0,19,6,20,19,1,13,19,15,5,9,15,13,3,17,27,13,19,13,1,5,16,10,3,12,2,15,23,21,7,40,5,26,8,16,20,3,13,21,7,0,0,20
00:14:09,15,0,6,18,20,16,21,18,3,5,14,29,23,4,0,18,28,9,29,18,12,36,18,9,6,0,14,26,10,14,4,4,11,13,0,5,17,31,2,24,0,3,22,19,0,16,25,10,22,11,13,18,40,26,39,37,38,3,0,19,6,20,19,1,13,19,15,5,9,15,13,3,17,27,13,19,13,1,5,16,10,3,12,2,15,23,21,7,40,5,26,8,16,20,3,13,21,7,0,0,20
00:16:09,15,0,6,18,20,17,21,18,3,6,14,29,23,4,0,18,28,10,29,18,12,36,18,9,6,0,12,26,10,14,4,4,11,14,0,6,18,31,2,23,0,3,22,19,0,14,25,10,22,11,13,18,40,26,39,37,38,3,0,17,6,22,19,1,11,19,15,5,9,15,13,3,17,27,13,19,13,4,5,16,10,3,12,2,15,24,21,7,40,5,26,8,16,20,3,14,21,7,0,0,20
00:18:08,15,0,6,18,20,18,20,18,3,7,14,29,23,4,0,18,30,10,29,18,11,35,18,9,6,0,11,27,11,14,4,4,11,14,0,6,18,31,2,23,0,3,22,19,1,14,25,10,20,11,13,18,40,26,40,37,38,4,0,17,6,22,19,1,10,19,15,6,9,15,13,3,17,27,12,19,13,4,5,16,10,3,12,2,16,25,21,7,40,5,26,8,16,20,3,14,21,7,0,0,20
