,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,CHATHAM_STREET,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE
00:00:09,0,1,4,21,39,27,29,11,21,29,31,0,16,24,17,12,30,22,1,0,24,8,0,30,30,0,0,0,32,4,7,30,0,10,0,18,17,2,0,0,0,15,1,2,12,39,16,9,0,9,11,0,30,30,1,0,2,5,4,0,2,3,0,1,0,40,1,22,40,36,40,0,13,7,21,20,4,3,20,26,30,14,30,18,31,34,30,39,7,7,0,30,25,38,22,0,20,6,12,0,0
00:02:09,0,1,4,21,39,27,29,11,21,29,31,0,16,24,17,12,30,22,1,0,24,8,0,30,30,0,0,0,32,4,7,30,0,10,0,18,17,2,0,0,0,15,1,2,12,39,16,9,0,9,11,0,30,30,1,0,2,5,4,0,2,3,0,1,0,40,1,22,40,36,40,0,13,7,21,20,4,3,20,26,30,14,30,18,31,34,30,39,7,7,0,30,25,38,22,0,20,6,12,0,0
00:04:09,1,1,4,21,39,27,29,11,22,30,31,0,16,25,17,12,30,22,1,0,24,8,0,30,30,0,0,0,32,4,7,30,0,10,0,18,17,1,0,0,0,16,1,2,13,39,16,9,0,9,11,0,30,30,1,0,1,5,4,0,2,2,0,1,0,40,1,22,40,36,40,0,12,7,21,20,4,3,20,27,30,14,30,18,31,34,30,39,7,7,0,30,25,38,22,0,20,6,12,0,0
00:06:08,1,1,4,21,39,27,29,11,22,30,31,0,16,25,17,12,30,21,1,0,24,8,0,30,30,0,0,0,33,4,7,30,0,10,0,19,18,1,0,0,0,16,1,2,13,39,16,9,0,9,10,0,30,30,1,0,1,4,4,0,2,2,0,1,0,40,1,22,40,36,40,0,12,7,21,20,3,3,20,27,30,14,30,18,31,35,30,39,7,8,0,30,25,38,22,0,20,5,12,0,0
00:08:08,1,1,4,21,39,27,29,11,22,30,31,0,16,25,17,12,30,21,1,0,24,8,0,30,30,0,0,0,33,4,7,30,0,10,0,19,18,1,0,0,0,16,1,2,13,39,16,9,0,9,10,0,30,30,1,0,1,4,4,0,2,2,0,1,0,40,1,22,40,36,40,0,12,7,21,20,3,3,20,27,30,14,30,18,31,35,30,39,7,8,0,30,25,38,22,0,20,5,12,0,0
00:10:08,1,1,4,22,39,27,29,12,22,30,31,0,16,25,18,12,30,21,1,0,23,7,0,30,30,1,0,0,33,4,7,30,0,10,0,19,18,1,0,0,0,16,1,2,13,39,16,9,0,9,10,0,30,30,2,0,0,4,4,0,2,2,0,1,0,40,1,21,40,36,40,0,12,7,21,21,3,4,20,27,30,14,30,18,31,35,30,39,7,8,0,30,25,38,22,0,20,5,12,0,0
00:12:09,1,1,4,22,39,27,29,12,22,30,31,0,16,26,18,12,30,21,0,0,23,7,0,30,30,1,0,0,33,4,7,30,0,10,0,19,18,1,0,0,0,16,1,1,13,39,16,9,0,9,10,0,30,30,2,0,0,4,4,0,2,0,0,1,0,40,1,21,40,36,39,0,12,7,21,21,4,4,20,27,30,14,30,18,31,35,30,39,7,8,0,30,25,38,22,0,20,5,11,0,0
00:14:09,1,1,4,22,39,27,29,12,22,30,31,0,16,26,18,12,30,21,0,0,23,7,0,30,30,1,0,0,33,4,7,30,0,10,0,19,18,1,0,0,0,16,1,1,13,39,16,9,0,9,10,0,30,30,2,0,0,4,4,0,2,0,0,1,0,40,1,21,40,36,39,0,12,7,21,21,4,4,20,27,30,14,30,18,31,35,30,39,7,8,0,30,25,38,22,0,20,5,11,0,0
00:16:09,1,1,4,22,39,27,29,12,22,30,31,0,16,26,18,12,30,21,0,0,23,7,0,30,30,1,0,0,33,3,7,30,0,10,0,19,18,1,0,0,0,15,2,1,13,39,16,9,0,9,9,0,30,30,2,0,0,4,4,0,2,0,0,1,0,40,1,21,40,37,39,0,12,7,21,21,4,4,20,27,30,14,30,18,31,35,30,39,7,8,0,30,25,38,22,0,19,5,11,0,0
00:18:08,1,1,4,23,39,27,30,12,22,29,32,0,16,26,18,12,30,21,0,0,23,6,0,30,30,1,0,0,33,3,7,30,0,10,0,19,19,1,0,0,0,17,2,1,13,39,16,9,0,9,9,0,30,29,2,0,0,4,4,0,2,0,0,1,0,40,1,20,40,37,39,0,12,7,21,21,4,5,20,27,30,14,30,18,31,35,30,39,7,9,0,30,25,38,22,0,19,5,11,0,0
