,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,CHATHAM_STREET,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE
00:00:08,15,4,7,28,34,21,29,17,11,35,28,29,24,19,2,0,30,28,0,0,0,5,2,20,17,1,16,20,25,12,7,27,3,13,0,20,12,22,6,22,0,1,9,2,13,33,16,15,23,4,13,1,40,30,13,12,14,4,12,16,0,6,1,3,0,23,6,9,15,28,20,0,17,6,16,17,0,5,2,22,19,1,18,20,30,38,29,19,40,6,11,27,0,33,22,21,23,1,2,0,3
00:02:09,15,4,7,28,34,21,29,17,11,35,28,29,24,19,2,0,30,28,0,0,0,5,2,20,17,1,16,20,25,12,7,27,3,13,0,20,12,22,6,22,0,1,9,2,13,33,16,15,23,4,13,1,40,30,13,12,14,4,12,16,0,6,1,3,0,23,6,9,15,28,20,0,17,6,16,17,0,5,2,22,19,1,18,20,30,38,29,19,40,6,11,27,0,33,22,21,23,1,2,0,3
00:04:09,15,4,7,28,34,21,29,17,11,35,28,29,24,19,2,0,30,28,0,0,0,5,2,20,17,1,16,20,25,12,7,27,3,13,0,20,12,22,6,22,0,1,9,2,13,33,16,15,23,4,13,1,40,30,13,12,14,4,12,16,0,6,1,3,0,23,6,9,15,28,20,0,17,6,16,17,0,5,2,22,19,1,18,20,30,38,29,19,40,6,11,27,0,33,22,21,23,1,2,0,3
00:06:09,14,4,7,28,34,21,30,17,11,34,28,29,24,20,2,0,30,28,0,0,0,4,2,20,18,1,16,19,25,12,7,27,3,13,0,19,14,20,6,22,0,1,9,2,13,32,17,15,23,4,12,0,40,30,13,12,14,3,12,16,1,6,1,3,0,23,6,9,15,28,21,0,17,6,15,17,0,5,2,22,19,1,18,20,30,37,29,20,40,6,11,29,0,33,22,21,23,1,1,0,3
00:08:08,14,4,7,28,34,21,30,17,11,34,28,29,24,20,2,0,30,28,0,0,0,4,2,20,18,1,16,19,25,12,7,27,3,13,0,19,14,20,6,22,0,1,9,2,13,32,17,15,23,4,12,0,40,30,13,12,14,3,12,16,1,6,1,3,0,23,6,9,15,28,21,0,17,6,15,17,0,5,2,22,19,1,18,20,30,37,29,20,40,6,11,29,0,33,22,21,23,1,1,0,3
00:10:09,14,4,7,29,35,22,30,17,11,34,29,29,24,21,1,0,30,28,1,0,0,4,2,20,18,1,15,19,26,11,7,27,3,13,0,20,17,20,6,22,0,1,9,2,13,32,17,15,23,4,12,0,40,30,13,12,14,3,13,16,5,6,1,3,0,24,6,9,15,28,21,1,17,6,15,17,0,5,2,22,19,1,19,20,30,38,29,20,40,6,11,29,0,33,22,20,23,1,1,0,3
00:12:09,14,4,7,29,35,22,30,17,11,34,29,29,24,21,1,0,30,28,1,0,0,4,2,20,18,1,15,19,26,11,7,27,3,13,0,20,17,20,6,22,0,1,9,2,13,32,17,15,23,4,12,0,40,30,13,12,14,3,13,16,5,6,1,3,0,24,6,9,15,28,21,1,17,6,15,17,0,5,2,22,19,1,19,20,30,38,29,20,40,6,11,29,0,33,22,20,23,1,1,0,3
00:14:09,14,3,7,29,35,22,30,19,11,34,29,29,24,21,1,0,30,29,1,0,0,3,2,20,18,1,14,19,26,10,7,27,3,15,0,20,18,20,5,22,0,1,10,2,14,32,17,14,23,4,12,0,40,30,13,12,13,3,13,16,6,6,1,3,0,24,6,10,15,28,21,1,17,6,15,17,0,5,3,22,18,1,19,20,30,38,29,21,40,6,11,29,0,33,22,20,23,1,1,0,3
00:16:09,14,3,7,29,35,22,30,19,11,34,29,29,24,21,1,0,30,29,1,0,0,3,2,20,18,1,14,19,26,10,7,27,3,15,0,20,18,20,5,22,0,1,10,2,14,32,17,14,23,4,12,0,40,30,13,12,13,3,13,16,6,6,1,3,0,24,6,10,15,28,21,1,17,6,15,17,0,5,3,22,18,1,19,20,30,38,29,21,40,6,11,29,0,33,22,20,23,1,1,0,3
00:18:09,14,3,7,29,36,22,30,19,11,34,29,29,24,21,1,0,30,30,1,0,0,3,2,20,18,1,14,19,26,10,7,27,3,14,0,20,18,20,5,23,0,1,10,2,14,30,16,14,23,4,12,1,40,30,12,12,14,2,13,16,7,5,1,3,0,24,6,10,15,28,21,1,17,5,15,16,0,5,3,22,18,1,19,20,31,38,29,21,40,6,11,29,0,33,21,19,22,1,1,0,3
