,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,CHATHAM_STREET,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE
00:00:09,12,25,5,9,13,3,30,17,11,36,1,16,0,29,3,19,30,30,28,15,24,26,7,11,11,13,7,17,14,12,7,16,3,19,2,11,11,22,11,0,4,2,25,1,21,16,0,15,2,11,0,9,17,30,17,15,27,14,32,13,17,32,4,5,18,4,9,16,21,9,27,6,13,21,15,18,12,4,17,18,16,9,4,18,9,19,28,11,21,5,26,30,24,31,2,3,30,9,5,1,11
00:02:08,12,25,5,9,13,3,30,17,11,36,1,16,0,29,3,19,30,30,28,15,24,26,7,11,11,13,7,17,14,12,7,16,3,19,2,11,11,22,11,0,4,2,25,1,21,16,0,15,2,11,0,9,17,30,17,15,27,14,32,13,17,32,4,5,18,4,9,16,21,9,27,6,13,21,15,18,12,4,17,18,16,9,4,18,9,19,28,11,21,5,26,30,24,31,2,3,30,9,5,1,11
00:04:08,12,25,5,9,13,3,30,17,11,36,1,16,0,29,3,19,30,30,28,15,24,26,7,13,11,13,6,17,14,12,7,16,3,19,2,11,11,22,11,1,4,2,25,1,21,16,0,15,0,11,0,9,17,29,17,15,27,14,32,13,17,32,4,5,18,4,9,16,21,9,27,6,13,21,15,18,12,4,17,18,16,9,4,18,9,19,28,11,21,5,26,30,24,31,2,3,30,9,5,1,11
00:06:09,12,25,5,9,13,3,30,17,11,36,1,16,0,29,3,19,30,30,28,15,24,26,7,13,11,13,6,17,14,12,7,16,3,19,2,12,11,22,11,0,4,2,25,1,20,16,0,15,0,11,1,9,17,29,17,15,27,14,31,13,17,32,4,5,18,4,9,16,21,9,27,6,13,21,16,17,12,4,17,18,16,9,4,18,9,19,28,11,21,5,26,30,24,31,3,3,30,9,5,1,11
00:08:09,12,25,5,9,13,3,30,17,11,36,1,16,0,29,3,19,30,30,28,15,24,26,7,13,11,13,6,17,14,12,7,16,3,19,2,12,11,22,11,0,4,2,25,1,20,16,0,15,0,11,1,9,17,29,17,15,27,14,31,13,17,32,4,5,18,4,9,16,21,9,27,6,13,21,16,17,12,4,17,18,16,9,4,18,9,19,28,11,21,5,26,30,24,31,3,3,30,9,5,1,11
00:10:08,12,25,5,9,13,3,30,17,11,36,1,16,0,29,3,19,30,30,28,15,24,27,7,13,11,13,6,17,14,12,7,16,3,19,2,13,12,22,11,0,4,2,25,1,20,15,0,15,0,11,1,9,17,29,17,15,27,14,31,13,17,32,4,5,18,4,9,15,21,9,27,6,13,21,16,18,12,4,17,18,16,9,4,18,9,19,28,11,21,5,26,30,24,31,3,2,30,9,5,1,11
00:12:09,12,25,5,9,13,3,30,18,11,36,1,17,0,29,3,19,30,30,28,15,24,27,7,13,10,13,6,17,14,12,7,16,3,19,2,13,13,22,11,0,4,2,25,0,20,15,0,15,0,11,1,9,17,29,17,15,27,14,31,13,17,32,4,5,18,4,9,15,21,10,27,6,12,21,16,18,12,4,17,18,15,9,4,18,9,19,28,11,21,5,26,30,24,31,3,2,30,9,5,1,11
00:14:09,12,25,5,9,13,3,30,18,11,36,1,17,0,29,3,19,30,30,28,15,24,27,7,13,10,13,6,17,14,12,7,16,3,19,2,13,13,22,11,0,4,2,25,0,20,15,0,15,0,11,1,9,17,29,17,15,27,14,31,13,17,32,4,5,18,4,9,15,21,10,27,6,12,21,16,18,12,4,17,18,15,9,4,18,9,19,28,11,21,5,26,30,24,31,3,2,30,9,5,1,11
00:16:09,12,25,5,9,13,3,30,18,11,35,1,17,0,29,3,19,30,30,28,14,24,27,7,13,11,13,5,16,14,12,7,16,3,20,2,13,13,22,11,0,4,2,25,0,20,15,0,15,0,11,0,9,17,28,18,15,27,14,31,13,17,32,4,5,18,4,9,15,21,10,27,6,12,21,16,18,12,4,17,18,15,9,4,18,9,19,28,11,21,5,26,30,24,31,3,2,30,9,5,1,11
00:18:08,12,25,5,9,14,3,30,18,11,35,1,17,0,29,3,19,30,30,28,14,24,27,7,13,11,13,4,17,14,12,7,16,3,20,2,13,13,22,11,0,4,5,25,0,20,14,0,15,0,11,0,9,17,28,18,15,27,14,31,13,17,32,4,5,18,4,9,15,21,10,27,6,12,22,16,18,12,4,17,18,15,9,4,18,9,19,28,12,21,5,26,30,24,31,3,2,30,9,5,1,11
