,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,CHATHAM_STREET,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE
00:00:09,6,4,4,30,40,35,30,15,7,32,36,1,25,23,22,4,30,28,3,4,19,1,0,30,20,10,7,2,36,3,1,30,0,4,9,20,18,5,5,2,9,2,0,1,14,37,15,2,1,9,1,0,40,30,0,1,4,8,6,10,6,23,0,1,0,40,0,17,40,38,35,8,0,1,17,10,3,5,19,27,30,6,30,18,36,31,29,40,28,4,0,19,10,32,20,0,0,1,10,1,0
00:02:09,6,3,4,30,40,35,30,15,7,32,36,1,25,23,22,4,30,28,3,4,19,0,0,30,20,10,5,2,36,3,1,30,0,4,9,20,18,4,5,2,9,2,0,1,14,37,14,2,1,9,1,0,40,30,0,1,3,8,6,10,6,23,0,1,0,40,0,17,40,38,35,8,0,1,17,10,3,5,19,27,30,6,30,18,36,31,27,40,28,4,0,19,10,32,20,0,0,1,10,1,0
00:04:09,6,3,4,30,40,35,30,15,7,32,36,1,25,23,22,4,30,28,3,4,19,0,0,30,20,10,5,2,36,3,1,30,0,4,9,20,18,4,5,2,9,2,0,1,14,37,14,2,1,9,1,0,40,30,0,1,3,8,6,10,6,23,0,1,0,40,0,17,40,38,35,8,0,1,17,10,3,5,19,27,30,6,30,18,36,31,27,40,28,4,0,19,10,32,20,0,0,1,10,1,0
00:06:09,6,3,4,30,40,35,29,15,7,30,36,1,25,23,22,4,30,29,3,4,19,0,0,30,20,10,5,2,36,4,1,30,0,5,9,20,17,4,5,2,9,2,0,0,15,37,14,2,1,8,1,0,40,30,0,1,3,8,6,10,6,23,0,1,0,40,0,17,40,38,35,8,0,1,17,10,3,5,19,27,30,6,30,18,36,31,27,40,28,4,0,19,10,32,20,0,0,1,10,1,0
00:08:08,6,3,4,30,40,35,29,16,7,30,36,1,25,24,22,4,30,29,3,4,19,0,0,29,20,10,5,0,35,4,1,30,0,5,9,20,17,4,5,2,9,2,0,0,15,37,14,2,1,8,1,0,40,30,0,1,3,8,6,10,6,23,0,1,0,40,0,17,40,38,35,8,0,1,18,11,3,5,19,27,30,6,30,18,36,31,27,40,28,4,0,19,10,32,20,0,0,1,10,1,0
00:10:09,6,3,4,30,40,35,29,16,7,30,36,1,25,24,22,4,30,29,3,4,19,0,0,29,20,10,5,0,35,4,1,30,0,5,9,20,17,4,5,2,9,2,0,0,15,37,14,2,1,8,1,0,40,30,0,1,3,8,6,10,6,23,0,1,0,40,0,17,40,38,35,8,0,1,18,11,3,5,19,27,30,6,30,18,36,31,27,40,28,4,0,19,10,32,20,0,0,1,10,1,0
00:12:08,6,3,4,30,40,35,29,16,7,30,36,1,25,24,23,4,30,29,4,4,19,0,0,29,20,10,4,1,35,4,1,30,0,5,9,20,17,3,5,2,9,2,0,0,15,37,14,2,0,8,2,0,40,30,0,1,3,8,6,10,7,24,0,1,0,40,0,17,40,38,35,8,0,2,18,11,3,5,19,26,30,6,30,18,36,31,28,40,28,4,0,19,11,33,20,0,0,1,10,1,0
00:14:09,6,3,4,30,40,35,29,16,7,30,36,1,25,24,23,4,30,30,4,4,19,0,0,30,21,9,4,1,35,4,1,30,0,5,9,20,16,3,5,2,9,1,0,0,15,38,14,2,0,8,2,0,40,30,0,1,3,8,6,10,7,25,0,1,0,40,0,17,40,38,35,8,0,2,18,11,3,5,19,26,30,6,30,18,36,31,28,40,28,4,0,19,11,33,20,0,0,1,10,1,0
00:16:08,6,3,4,30,40,35,29,16,7,30,36,1,25,24,23,4,30,30,4,4,19,0,0,30,21,9,4,1,35,4,1,30,0,5,9,20,16,3,5,2,9,1,0,0,15,38,14,2,0,8,2,0,40,30,0,1,3,8,6,10,7,25,0,1,0,40,0,17,40,38,35,8,0,2,18,11,3,5,19,26,30,6,30,18,36,31,28,40,28,4,0,19,11,33,20,0,0,1,10,1,0
00:18:09,6,3,4,30,40,35,29,16,7,29,36,1,25,24,23,4,30,30,4,3,19,0,0,30,22,9,4,0,36,4,1,30,0,5,9,20,16,3,5,2,9,1,0,0,15,38,14,2,0,8,2,0,40,30,0,0,3,8,6,11,7,24,0,1,0,40,0,17,40,38,35,8,0,2,18,12,3,5,20,26,30,6,30,18,36,31,28,40,28,4,0,18,11,33,20,0,0,1,10,1,0
00:20:08,6,3,4,30,40,35,29,16,8,29,36,1,25,24,23,5,30,30,4,3,19,0,1,30,22,9,4,0,36,4,1,30,0,5,9,20,16,2,5,2,9,1,0,0,15,38,14,2,0,8,2,0,40,30,0,0,3,9,6,11,7,24,0,1,0,40,1,17,40,38,35,8,0,2,18,12,3,5,20,25,30,6,30,18,36,31,28,40,28,4,0,18,11,33,20,0,1,1,10,1,0
