,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,CHATHAM_STREET,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE
00:00:08,27,10,10,20,9,16,23,17,16,26,5,0,1,11,16,30,29,23,12,16,0,35,15,22,6,13,0,19,20,12,5,3,19,17,6,17,16,19,10,25,4,4,23,9,20,4,17,10,16,2,0,3,36,30,35,25,32,19,11,0,7,15,25,6,20,17,13,5,27,4,22,0,11,22,13,24,1,22,2,18,27,5,6,11,5,18,23,12,40,5,24,20,13,9,8,5,26,7,2,3,14
00:02:09,27,10,10,20,9,16,23,17,16,26,5,0,1,11,16,30,29,23,12,16,0,35,15,22,6,13,0,20,19,12,4,3,19,17,6,17,16,19,10,26,4,4,23,9,20,4,17,10,16,2,0,4,36,30,35,25,32,19,10,1,7,15,25,6,20,17,11,5,27,6,22,0,11,22,13,24,1,22,2,18,27,5,6,11,5,18,23,12,40,5,24,19,13,9,8,5,26,7,2,3,14
00:04:08,27,10,10,20,9,16,23,17,16,26,5,0,1,11,16,30,29,23,12,16,0,35,15,22,6,13,0,20,19,12,4,3,19,17,6,17,16,19,10,26,4,4,23,9,20,4,17,10,16,2,0,4,36,30,35,25,32,19,10,1,7,15,25,6,20,17,11,5,27,6,22,0,11,22,13,24,1,22,2,18,27,5,6,11,5,18,23,12,40,5,24,19,13,9,8,5,26,7,2,3,14
00:06:09,27,10,10,20,9,17,23,17,16,26,5,0,1,12,16,30,29,23,12,16,0,35,15,22,6,13,0,20,19,12,4,3,19,17,6,17,16,19,10,26,4,3,23,9,20,4,17,10,16,2,0,4,36,30,35,25,32,19,10,1,8,15,25,6,19,17,11,5,27,6,22,0,11,22,14,24,1,22,2,18,27,4,6,12,5,18,23,12,40,5,24,19,13,9,8,5,25,7,2,3,14
00:08:09,27,10,10,20,9,17,23,17,17,26,5,0,1,12,16,30,29,23,12,16,0,35,15,22,6,13,0,20,19,10,4,3,19,17,6,17,16,19,10,26,4,3,23,9,20,4,16,10,16,2,0,4,36,30,35,25,32,19,10,0,8,15,25,6,19,17,11,6,27,6,22,0,11,22,14,24,1,22,2,18,27,4,6,12,5,18,23,13,40,5,24,19,13,9,8,7,26,7,2,3,14
00:10:08,27,10,10,20,9,17,23,17,17,26,5,0,1,12,16,30,29,23,12,16,0,35,15,22,6,13,0,20,19,10,4,3,19,17,6,17,16,19,10,26,4,3,23,9,20,4,16,10,16,2,0,4,36,30,35,25,32,19,10,0,8,15,25,6,19,17,11,6,27,6,22,0,11,22,14,24,1,22,2,18,27,4,6,12,5,18,23,13,40,5,24,19,13,9,8,7,26,7,2,3,14
00:12:09,27,10,10,20,10,17,23,16,17,26,5,0,1,12,16,30,30,23,12,16,0,35,15,22,6,13,0,20,19,10,4,3,19,17,6,17,14,19,10,26,4,3,23,9,20,5,16,10,16,2,0,4,36,30,35,25,32,19,10,0,8,15,25,6,19,17,11,6,27,6,22,0,11,22,14,24,1,22,2,18,27,4,5,12,6,18,24,13,40,5,24,19,13,9,8,7,26,7,2,3,14
00:14:09,27,10,10,20,10,17,23,16,17,26,5,0,1,14,16,30,30,23,12,16,0,35,15,22,6,13,0,19,19,9,4,3,19,17,6,17,13,19,10,25,4,3,23,9,20,5,16,10,16,2,0,4,36,30,35,25,32,19,10,0,8,15,25,6,19,17,11,6,27,6,22,0,11,22,14,23,1,22,2,18,29,4,5,12,6,18,26,13,40,5,24,19,13,9,8,7,26,7,2,3,14
00:16:08,27,10,10,20,10,17,23,16,17,26,5,0,1,14,16,30,30,23,12,16,0,35,15,22,6,13,0,19,19,9,4,3,19,17,6,17,13,19,10,25,4,3,23,9,20,5,16,10,16,2,0,4,36,30,35,25,32,19,10,0,8,15,25,6,19,17,11,6,27,6,22,0,11,22,14,23,1,22,2,18,29,4,5,12,6,18,26,13,40,5,24,19,13,9,8,7,26,7,2,3,14
00:18:09,27,10,10,20,10,17,23,16,17,26,5,0,1,14,16,30,30,23,12,16,0,35,15,22,6,13,0,19,19,9,4,3,19,17,6,17,13,19,10,25,4,3,23,9,20,5,16,10,16,2,1,4,36,30,35,25,32,19,10,0,8,15,23,6,19,17,11,6,27,6,22,0,11,22,14,23,1,22,2,18,30,4,5,12,6,18,26,13,40,5,24,19,13,9,8,7,26,7,2,3,14
